p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
1.22015702550114e-119,1.3021022964466,0.846,0.422,2.20006513268111e-115,Tumor Front,SPAG16
9.94979739990363e-121,1.29885217015725,0.864,0.462,1.79404796917662e-116,Tumor Front,HMG20B
1.29202099837709e-69,1.29882939254947,0.591,0.321,2.32964306217372e-65,Tumor Front,TRIM33
1.2134631662266e-133,1.29859159654604,0.867,0.392,2.18799543502317e-129,Tumor Front,ITPRID2
4.0279681202215e-115,1.29820412439981,0.824,0.416,7.26282931757138e-111,Tumor Front,MTHFD2
3.50717555335713e-82,1.29743204614536,0.683,0.383,6.32378824025825e-78,Tumor Front,HADHB
2.10257550690097e-75,1.29159262297314,0.654,0.355,3.79115389649313e-71,Tumor Front,MTA3
2.11413228247269e-154,1.29033701960876,0.963,0.579,3.8119919185265e-150,Tumor Front,BST2
7.66119930065934e-106,1.28911811484968,0.815,0.438,1.38139084590189e-101,Tumor Front,TC2N
1.59816929953069e-151,1.28834195998338,0.96,0.589,2.88165906398379e-147,Tumor Front,PPDPF
1.73964889929304e-70,1.28052759704862,0.663,0.377,3.13676093031528e-66,Tumor Front,SLC1A4
1.52415658642498e-60,1.27308020865294,0.599,0.348,2.74820674098288e-56,Tumor Front,FDFT1
5.48958838787728e-74,1.27261315988986,0.661,0.352,9.89827682218152e-70,Tumor Front,GALNT3
1.43847361415688e-52,1.2710505454699,0.539,0.315,2.59371177368626e-48,Tumor Front,HELLS
4.87133639914683e-120,1.2688432711476,0.861,0.473,8.78350666130166e-116,Tumor Front,CLTC
3.03855709595523e-120,1.25948642966532,0.804,0.4,5.47882229971687e-116,Tumor Front,PITPNC1
1.07449876576675e-137,1.25879474468922,0.913,0.478,1.93742872455404e-133,Tumor Front,UGDH
5.59461009131037e-117,1.25410865956687,0.857,0.483,1.00876414556417e-112,Tumor Front,POLR1D
3.30485074378496e-58,1.25206066211902,0.564,0.315,5.95897637611865e-54,Tumor Front,MYO5B
5.01761566791061e-93,1.25117572987132,0.753,0.422,9.04726281080962e-89,Tumor Front,SEC22B
5.76118135891931e-69,1.25000129797385,0.658,0.389,1.03879861082674e-64,Tumor Front,NAPRT
1.72446345496664e-71,1.2485018801649,0.629,0.337,3.10938005565036e-67,Tumor Front,ATP8B1
5.79662278483337e-48,1.247822287702,0.535,0.317,1.04518905433331e-43,Tumor Front,GSDMB
9.465294069321e-121,1.24460151048177,0.844,0.39,1.70668717363927e-116,Tumor Front,ELF3
3.38866046833815e-153,1.24271593502428,0.943,0.427,6.11009369046052e-149,Tumor Front,AZGP1
8.48375804795845e-100,1.23947736065319,0.772,0.432,1.52970641362739e-95,Tumor Front,PAN3
2.28316569898578e-60,1.23927145933092,0.634,0.381,4.11677607184126e-56,Tumor Front,MTIF3
1.27445378888907e-105,1.23897150124726,0.832,0.45,2.29796762674588e-101,Tumor Front,CRIP2
2.08052279004898e-42,1.23837652528864,0.545,0.352,3.75139064273732e-38,Tumor Front,CRYBG1
3.08432965816193e-76,1.23647767484534,0.666,0.344,5.56135480663177e-72,Tumor Front,EHF
3.76123041658866e-79,1.23294295843071,0.705,0.397,6.78187456415101e-75,Tumor Front,RAB3D
1.10852695636203e-93,1.23227369880635,0.76,0.398,1.99878495501638e-89,Tumor Front,PIK3R3
1.16642205121924e-45,1.23222764950091,0.545,0.335,2.10317560055342e-41,Tumor Front,GPR160
8.48822947535866e-72,1.23071609565449,0.696,0.399,1.53051265670192e-67,Tumor Front,FADS2
3.88699519607518e-72,1.22885235174232,0.638,0.348,7.00864103804316e-68,Tumor Front,MAN1A2
2.78316741810332e-61,1.22884973055806,0.609,0.358,5.01832917158209e-57,Tumor Front,ATP1B1
4.35257740728975e-93,1.22719406986206,0.748,0.39,7.84813232308415e-89,Tumor Front,HACD3
1.66551874391853e-96,1.22704867318249,0.795,0.423,3.00309684715951e-92,Tumor Front,ETFA
2.54244835642064e-86,1.22425727335681,0.733,0.405,4.58428863146205e-82,Tumor Front,TRAF4
1.0743057953227e-116,1.22356030552561,0.869,0.492,1.93708077954637e-112,Tumor Front,ATP5F1B
2.31044888581243e-67,1.22248636122515,0.651,0.374,4.16597038600838e-63,Tumor Front,H2AFZ
1.80837699665027e-125,1.22199470214492,0.883,0.46,3.26068456266011e-121,Tumor Front,CREB3L1
6.66400923727276e-113,1.2212302700438,0.862,0.486,1.20158750557265e-108,Tumor Front,ADI1
1.80496678560483e-86,1.22025457203181,0.74,0.414,3.25453561112407e-82,Tumor Front,COX16
1.05077645244164e-105,1.215773776978,0.815,0.447,1.89465502139751e-101,Tumor Front,MGAT4A
1.93986796420349e-41,1.21373961663051,0.515,0.326,3.49777592625531e-37,Tumor Front,NME1
1.2205119699897e-82,1.21002925915734,0.715,0.39,2.20070513308844e-78,Tumor Front,MCCC2
3.50513882055883e-58,1.20392679145453,0.599,0.369,6.32011580734963e-54,Tumor Front,CCNC
3.18826838178089e-49,1.20115561343597,0.534,0.313,5.74876671918913e-45,Tumor Front,NEDD4L
1.23341554121014e-53,1.19902000978428,0.572,0.345,2.223971562356e-49,Tumor Front,TUBB4B
