"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.96255884302306e-09,0.936790844993256,0.408,0.405,5.30179530547406e-05,"Tumor Edge","TXN"
8.09652945840329e-08,0.888306047289269,0.431,0.454,0.00144895491187585,"Tumor Edge","RHOA"
0.00370106504165066,0.874460932958343,0.317,0.34,1,"Tumor Edge","SET"
0.00697980718725067,0.831488726817964,0.262,0.268,1,"Tumor Edge","DYNLL1"
2.89336596350323e-34,0.784517396713277,0.663,0.608,5.17796772828539e-30,"Tumor Edge","GSTP1"
6.38485308073062e-09,0.774396610718622,0.485,0.501,0.000114263330732755,"Tumor Edge","APP"
0.00583494997178312,0.762093369343768,0.198,0.274,1,"Tumor Edge","EHD2"
0.00942363758388815,0.72062897026741,0.201,0.274,1,"Tumor Edge","PFDN5"
0.00439961545145938,0.671222380364482,0.184,0.254,1,"Tumor Edge","CLTB"
6.17835548628646e-05,0.666156128083163,0.17,0.251,1,"Tumor Edge","BANF1"
0.00100499957402355,0.663252765448744,0.183,0.26,1,"Tumor Edge","PSMB7"
0.000450856438635099,0.656273499131566,0.184,0.264,1,"Tumor Edge","CD151"
0.00382845539867023,0.648460092295444,0.188,0.262,1,"Tumor Edge","CAPN1"
0.00174557273048898,0.638508576148502,0.19,0.267,1,"Tumor Edge","CALU"
1.36148419961959e-05,0.636071831800614,0.195,0.293,0.243651212363922,"Tumor Edge","PCBP2"
0.00333936064417847,0.624505620336845,0.232,0.323,1,"Tumor Edge","SLC25A3"
0.000201222557676093,0.613165408275326,0.195,0.285,1,"Tumor Edge","NUCB1"
0.00182143454205382,0.609895793954355,0.23,0.322,1,"Tumor Edge","COPG1"
0.00108667173187774,0.605877388032981,0.2,0.282,1,"Tumor Edge","TAP1"
2.76101513641773e-08,0.578898119051773,0.202,0.325,0.000494111268813317,"Tumor Edge","TLE5"
2.80339673250254e-05,0.56244965956697,0.169,0.255,0.501695879248655,"Tumor Edge","FSCN1"
0.00540623426530403,0.559635694166007,0.184,0.25,1,"Tumor Edge","CDKN1A"
3.00615830200859e-06,0.551854601457986,0.17,0.264,0.0537982089727458,"Tumor Edge","HNRNPC"
1.09610860899183e-05,0.54324025478202,0.165,0.252,0.196159596665177,"Tumor Edge","NDUFS5"
